x1,x2,x3,x4,x5,y
0.6790167807448896,1.9422765230868804,0.5737329812933556,1.5161593312266222,3.3853687694452503,8.096554385796999
2.579760521805956,3.7474010063036545,1.0045673889733342,8.34446963130635,3.3389680576277,19.015166606016994
3.6208523859514683,3.584621798868984,0.5979314244022875,0.49864124295132595,0.49009902412005635,8.792145876294123
3.9681117752409967,1.3916878395679788,0.412213391623285,0.029686876834974465,4.352873679584927,10.154573562852162
0.7595863634536816,1.1254084823224073,0.4911843417469549,0.8157616721386556,0.807819392471356,3.9997602521330555
3.8239582232246714,1.2227721238383902,0.27745894607203814,5.149013166069144,6.661279433030352,17.134481892234597
0.08359065355545092,5.7477956037087115,2.583546900747158,0.7045927232631948,1.1339087436392283,10.253434624913742
0.10187406615380977,2.225316396988696,0.7376075061848089,0.8267785818314706,4.873848766270755,8.76542531742954
1.953776432480323,0.1685204710562612,0.013500172503012253,0.4174372724202188,0.7739110334954596,3.327145381955275
0.13037104824423634,2.2605142826590923,0.019637824464849903,3.7703934269861965,1.8065786873417125,7.987495269696088
0.7849274921128438,0.28046706012311307,3.6104984938381284,0.2150493589380127,0.2826006446348705,5.173543049646968
2.234098333879605,0.8895470739469555,0.2503232086099372,1.2068478931722573,2.6978985930775097,7.278715102686265
0.8227658559914597,0.35445654957590994,1.6378800257985384,0.9959416698169062,4.520930882974646,8.33197498415746
0.395925972754866,1.75475840286766,0.06004229930721327,2.430120013800428,3.168588927869394,7.809435616599561
0.6607633845872298,3.147138419985162,2.5403695093060428,3.932628695867465,1.8519522271279731,12.132852236873873
1.2234121290015252,0.5145002048795315,2.0747884136244426,2.2834843875446706,0.11541321178314094,6.211598346833311
1.2901844983795816,0.12835438363892046,0.846515545489185,8.022076665424265,6.774166535893462,17.061297628825415
3.055717983116768,0.5317868110174144,0.009039389742124242,9.075028429582108,3.0561019695571723,15.727674583015588
2.7738149335135933,1.6737682575031823,0.2981511815318678,1.345737910480885,3.4247166503257516,9.51618893335528
1.220620960880062,0.5979430813159146,0.5222618477992705,4.510917558124925,3.957970860720871,10.809714308841043
3.737289870760166,0.4888282633217039,0.6163048811910485,4.027422532241717,3.44327139588517,12.313116943399805
0.24261202996455042,0.3058115821186882,0.353364370741831,6.70378674184577,1.4545340859891551,9.060108810659994
0.5896909374511634,1.0322884948209388,0.03350287417073731,1.7823154105320007,3.3070957136122137,6.744893430587053
3.520247942854496,0.4843398146297797,0.8919089137376747,2.268089618083841,2.4522517243103614,9.616838013616153
0.9496112041731192,1.969623559136809,0.7426624096844407,1.6124037643788198,4.81065134493989,10.084952282313079
7.9458359494160575,0.11957554430595693,0.3326803246159327,5.6989078277584255,4.054533121728164,18.151532767824534
1.255667725039441,1.6361136550248876,0.03871584689209319,0.7829347062613714,0.1056366717784703,3.819068604996263
