Unnamed: 0,X,X_1,X_2,X_3,X_4,X_5,y
0,1,0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,0.15601864044243652,0.002686251
1,1,0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,0.15601864044243652,0.002753472
2,1,0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,0.15601864044243652,0.003596381
3,1,0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,0.15601864044243652,0.003368943
4,1,0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,0.15601864044243652,0.002748314
5,1,0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,0.15601864044243652,0.00278886
6,1,0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,0.15601864044243652,0.002770138
7,1,0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,0.15601864044243652,0.003401886
8,1,0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,0.15601864044243652,0.003675679
9,2,0.749080238,1.9014286128198323,1.4639878836228102,1.1973169683940732,0.31203728088487304,0.005751294
10,2,0.749080238,1.9014286128198323,1.4639878836228102,1.1973169683940732,0.31203728088487304,0.005691107
11,2,0.749080238,1.9014286128198323,1.4639878836228102,1.1973169683940732,0.31203728088487304,0.005416706
12,2,0.749080238,1.9014286128198323,1.4639878836228102,1.1973169683940732,0.31203728088487304,0.00620572
13,2,0.749080238,1.9014286128198323,1.4639878836228102,1.1973169683940732,0.31203728088487304,0.006225548
14,2,0.749080238,1.9014286128198323,1.4639878836228102,1.1973169683940732,0.31203728088487304,0.00588366
15,2,0.749080238,1.9014286128198323,1.4639878836228102,1.1973169683940732,0.31203728088487304,0.005388872
16,2,0.749080238,1.9014286128198323,1.4639878836228102,1.1973169683940732,0.31203728088487304,0.005678295
17,3,1.1236203565420875,2.8521429192297485,2.1959818254342154,1.7959754525911098,0.46805592132730955,0.010321311
18,3,1.1236203565420875,2.8521429192297485,2.1959818254342154,1.7959754525911098,0.46805592132730955,0.010541034
19,3,1.1236203565420875,2.8521429192297485,2.1959818254342154,1.7959754525911098,0.46805592132730955,0.009937798
