,X,y
0,1,0.01067561205175396
1,1,0.010119506913762849
2,1,0.010199962139159269
3,1,0.010129877311832795
4,1,0.010152681871305322
5,1,0.01027199818109096
6,1,0.010552354119662655
7,1,0.010444904746949184
8,1,0.01027999238375554
9,2,0.016397660598925383
10,2,0.01681617702903837
11,2,0.01661076044321432
12,2,0.01598609275944677
13,2,0.016339877701709173
14,2,0.015918366217547688
15,2,0.016146735886542144
16,2,0.01633794000008914
17,3,0.023084717985873752
18,3,0.02382947224530066
19,3,0.02313437926526406
20,3,0.023158793210334105
21,3,0.023688576499317434
22,3,0.023746448185154635
23,3,0.02360745364270794
24,3,0.023901597122464594
25,4,0.028714013181057124
26,4,0.028785438159228103
27,4,0.028440036657908153
28,4,0.028355912705067165
29,4,0.02835870728644727
30,4,0.02891361939240846
31,4,0.028553302099235515
32,4,0.028741533249330303
33,4,0.02888733894329329
34,5,0.02910148112347281
35,5,0.02928969977562354
36,5,0.029682426556474278
37,5,0.029610631280062787
38,5,0.029437716742142173
39,5,0.029887098023389444
40,5,0.02943497142540212
41,5,0.029642096957131898
42,6,0.026890226369847222
43,6,0.02671068165448425
44,6,0.027114701999426956
45,6,0.02674750899355422
46,6,0.026576007363180863
47,6,0.026947075509725197
48,6,0.026993700465772798
49,6,0.026291440179424794
50,7,0.02160642554718492
51,7,0.021821167156558654
52,7,0.02124832756489247
53,7,0.02111406580980478
54,7,0.021565039231460213
55,7,0.021609460161259277
56,7,0.021527599483942676
57,7,0.021444627583024588
58,8,0.015253774762407902
59,8,0.015729814196809373
60,8,0.015220978007294637
61,8,0.015060861644767483
62,8,0.015711043354919248
63,8,0.0156908319797362
64,8,0.015512757808234945
65,8,0.015593726209101206
66,8,0.015669647564453715
67,9,0.010415997482369729
68,9,0.010478823078539258
69,9,0.01053119165582298
70,9,0.010376611878914716
71,9,0.009878757629826176
72,9,0.009574988349269299
73,9,0.010011341995312218
74,9,0.009616810264193918
75,10,0.006556695225158379
76,10,0.006508311799461798
77,10,0.006250018992156535
78,10,0.005808468273065203
79,10,0.005975815116008946
80,10,0.005784444179648114
81,10,0.006251312035870224
82,10,0.006051260050368135
83,11,0.0029976476409731717
84,11,0.0034151877963696144
85,11,0.0038384677014165892
86,11,0.0035965226527148167
87,11,0.003986646257656122
88,11,0.003876524429472151
89,11,0.0034470986196902596
90,11,0.0038858712899207627
91,11,0.003481851741285072
92,12,0.0018271724025812365
93,12,0.002159564835445305
94,12,0.001490708366058093
95,12,0.001594713184837439
96,12,0.0019907565892320757
97,12,0.0014905666073630624
98,12,0.0017243776016599788
99,12,0.0016585464750485403
100,13,0.0008971834452107489
101,13,0.0007799650645361196
102,13,0.0010103900895847692
103,13,0.0012875486154595517
104,13,0.0016324401699722877
105,13,0.0012593839378804272
106,13,0.0009951373242108865
107,13,0.001249027277446072
108,14,0.001287374444637293
109,14,0.000753827297850623
110,14,0.0008939218812769031
111,14,0.000862478371173825
112,14,0.0012311765686513002
113,14,0.0012000018369913608
114,14,0.0008845955628691314
115,14,0.000636568488498859
116,15,0.0006335292298918617
117,15,0.0007578113560733651
118,15,0.0007109352107015476
119,15,0.0007238850332361666
120,15,0.0010811350924884542
121,15,0.0003935601859535332
122,15,0.0006357918077495595
123,15,0.0007288473273683508
124,15,0.0010449079270105836
125,16,0.0004263390177641233
126,16,0.0008844278016741389
127,16,0.0003738393232689102
128,16,5.836883531848982e-05
129,16,0.0008698739096004033
130,16,0.00013670817405492797
131,16,0.0005396398626876843
132,16,0.0005572737897374236
133,17,0.0002550346697350285
134,17,0.0007295943159470181
135,17,0.0010019370111433936
136,17,0.0006089641065852574
137,17,0.0005868043413402009
138,17,0.0002892836698892417
139,17,0.00030049906062254466
140,17,0.0009576970747160066
141,18,0.00039683474114241446
142,18,0.0001048433481778517
143,18,0.0008682496241505702
144,18,0.0006993233126301724
145,18,0.000811279954067634
146,18,4.9207974410059766e-05
147,18,0.0006094130752305022
148,18,0.00039260181644227454
149,19,0.000109629838774844
