,X,y
0,1,0.002686250944737428
1,1,0.002753472479466076
2,1,0.0035963812002668648
3,1,0.0033689434592213945
4,1,0.002748314242634732
5,1,0.0027888598107846173
6,1,0.0027701376420865348
7,1,0.0034018858387670553
8,1,0.0036756787538699117
9,2,0.0057512943778429484
10,2,0.005691107496056644
11,2,0.005416706238904693
12,2,0.00620572007322967
13,2,0.006225548191337035
14,2,0.0058836602920413995
15,2,0.005388871678467913
16,2,0.005678295175263363
17,3,0.010321311194564602
18,3,0.010541033639962498
19,3,0.009937797710933545
20,3,0.010115920211527104
21,3,0.010303310521198246
22,3,0.010003897522639044
23,3,0.010169998449002772
24,3,0.009926035597332506
25,4,0.015269436646176785
26,4,0.01482476301857498
27,4,0.014770664529606344
28,4,0.014534378972402628
29,4,0.01484701064334761
30,4,0.01494788664449392
31,4,0.015305091589197016
32,4,0.01444619288240232
33,4,0.014486794927586229
34,5,0.01917190098439421
35,5,0.018627437207607078
36,5,0.019208562813647106
37,5,0.019248839341752262
38,5,0.01892304626147584
39,5,0.018668853773222263
40,5,0.01836384022820816
41,5,0.01916391028350093
42,6,0.020798485831067026
43,6,0.020609270043277467
44,6,0.020780122403139256
45,6,0.020809177141320277
46,6,0.021138939256947056
47,6,0.020524249912526563
48,6,0.020744599305200038
49,6,0.020478627141333635
50,7,0.020750788742831712
51,7,0.020247736391028035
52,7,0.02086667105242948
53,7,0.019941307119823167
54,7,0.020463836961040253
55,7,0.020769663496968176
56,7,0.02043685041266975
57,7,0.020917761583611034
58,8,0.017611970883109052
59,8,0.017565549115407118
60,8,0.017626682051771893
61,8,0.01812578963068978
62,8,0.018337909517432492
63,8,0.018007852493457672
64,8,0.018127422451610843
65,8,0.017519560217768994
66,8,0.017634171960713242
67,9,0.01472692378775908
68,9,0.014138660514779163
69,9,0.014197041295252826
70,9,0.014727739070807131
71,9,0.014097470461449938
72,9,0.014712947489344104
73,9,0.014066336171323876
74,9,0.01454030332549534
75,10,0.010052324671498723
76,10,0.010699932627580047
77,10,0.00997432904142532
78,10,0.009997020964979304
79,10,0.010748098097681742
80,10,0.010336165426997564
81,10,0.01011857343553673
82,10,0.010885302837037694
83,11,0.006714158394031356
84,11,0.007058353706143873
85,11,0.00676079590121157
86,11,0.006837333786773783
87,11,0.0071582574298064364
88,11,0.007150496750498362
89,11,0.006702336445942483
90,11,0.0067947310962193
91,11,0.006744624564291484
92,12,0.0044729431377565155
93,12,0.004842440611621136
94,12,0.004590141334093671
95,12,0.004563342306828815
96,12,0.004717812986424387
97,12,0.00432042492895634
98,12,0.004168140590341745
99,12,0.004670974633617631
100,13,0.0031511645963260707
101,13,0.0030908239351130655
102,13,0.002434375890358905
103,13,0.002939809246393261
104,13,0.002844104827448498
105,13,0.002859763768217904
106,13,0.0032031494835381676
107,13,0.0026440367708989512
108,14,0.0021997661067798963
109,14,0.0019464656856334772
110,14,0.001827002850095957
111,14,0.0014020735353051945
112,14,0.0017301037923285862
113,14,0.001897893939670455
114,14,0.002155493726619455
115,14,0.0018065276616600668
116,15,0.0013106173925020886
117,15,0.0011478893639520955
118,15,0.0010221438337810241
119,15,0.0013481714909381161
120,15,0.0015718716889937937
121,15,0.0009357763376640365
122,15,0.0006767008947057103
123,15,0.0009488027805228012
124,15,0.0006800443976845612
125,16,0.0004898610835490384
126,16,0.0007821079323938899
127,16,0.0007091825814818844
128,16,0.00037170716845956936
129,16,0.0004105599554100176
130,16,0.0005770947564605735
131,16,0.0010498351895112895
132,16,0.0004403020379423245
133,17,0.0009592724973851443
134,17,0.0008653640887213212
135,17,0.00014528867897867193
136,17,0.00034018469475831446
137,17,0.0008452654942991485
138,17,0.00070322945033689
139,17,0.0011240466221900606
140,17,0.0005696944198878616
141,18,0.0009699187104941709
142,18,0.0007535628326705646
143,18,0.0005188526081280011
144,18,0.0008806947032615137
145,18,0.00024102996835748168
146,18,0.00038459917772324845
147,18,0.0009389960463523867
148,18,0.000155373591504504
149,19,0.00022500238197278313
